schemeCode,schemeName,isinGrowth,isinDivReinvestment
147832,Axis Retirement Fund - Conservative Plan - Regular Growth,INF846K01T85,
147836,JM Overnight Fund (Regular) - Growth,INF192K01LX4,
147837,JM Overnight Fund - (Direct) - Growth,INF192K01MB8,
147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,INF174V01945,
147843,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,INF174V01911,
147844,Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth,INF209KB1O82,
147846,Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth,INF209KB1O66,
147850,Bharat Bond FOF - April 2023 - Regular Plan - Growth Option,,
147851,Bharat Bond FOF - April 2023 - Direct Plan - Growth Option,,
147854,Bharat Bond FOF - April 2030 - Regular Plan - Growth Option,INF754K01KV7,
147857,Bharat Bond FOF - April 2030 - Direct Plan - Growth Option,INF754K01KY1,
147864,Tata Quant Fund-Direct Plan-Growth,INF277K013Y6,
147867,Tata Quant Fund-Regular Plan-Growth,INF277K016Y9,
147872,SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Growth,,
147873,SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Growth,,
147878,Invesco India Overnight Fund - Regular Plan - Growth,INF205KA1114,
147883,Invesco India Overnight Fund - Direct Plan - Growth,INF205KA1163,
147889,Axis Income Plus Arbitrage Active FOF - Direct Plan - Growth Option,INF846K01U09,
147890,Axis Income Plus Arbitrage Active FOF - Regular Plan - Growth Option,INF846K01V16,
147907,HSBC Ultra Short Duration Fund - Regular Growth,INF336L01OW1,
147908,HSBC Ultra Short Duration Fund - Direct Growth,INF336L01OR1,
147919,ITI Small Cap Fund - Direct Plan - Growth Option,INF00XX01747,
147920,ITI Small Cap Fund - Regular Plan - Growth Option,INF00XX01713,
147922,Sundaram Arbitrage Fund Regular Plan - Growth,,
147927,Sundaram Arbitrage Fund Direct Plan - Growth,,
147928,Axis ESG Integration Strategy Fund - Direct Plan - Growth Option,INF846K01W23,
147929,Axis ESG Integration Strategy Fund - Regular Plan - Growth Option,INF846K01W56,
147936,BANK OF INDIA Overnight Fund Regular Plan Growth,INF761K01EZ6,
147937,Indiabulls Liquid Fund- Direct Plan- Growth -Unclaimed Redemption < 3 Yrs,,
147938,Indiabulls Liquid Fund- Direct Plan-Growth- Unclaimed Dividend < 3 Yrs,,
147939,Indiabulls Liquid Fund- Direct Plan- Growth- Unclaimed Redemption> 3Yrs,,
147940,Indiabulls Liquid Fund-Direct Plan- Growth- Unclaimed Dividend > 3 Yrs,,
147941,SBI Capital Protection Oriented Fund - Series A (Plan 7) - Regular Plan - Growth,,
147942,SBI Capital Protection Oriented Fund - Series A (Plan 7) - Direct Plan - Growth,,
147944,BANDHAN SMALL CAP FUND - REGULAR PLAN GROWTH,INF194KB1AJ8,
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,INF194KB1AL4,
147951,BANK OF INDIA Overnight Fund Direct Plan Growth,INF761K01EU7,
147954,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,
147955,Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,
147958,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,,
147961,Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,,
147962,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,
147963,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,,
147966,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,,
147968,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,,
147970,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,
147973,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,,
147976,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,
147979,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,
147981,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,
147984,Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,
147987,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,,
147988,Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan,,
147989,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,,
147994,Franklin India Low Duration Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,,
147999,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct- Growth Plan,,
148000,Franklin India Low Duration Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,,
148001,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,
148002,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,,
148008,Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,,
148010,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,,
148013,Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,,
148015,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,,
148024,Sundaram Balanced Advantage Fund Regular Plan - Growth,,
148026,Sundaram Balanced Advantage Fund Direct Plan - Growth,,
148033,ICICI Prudential Diversified Equity All Cap Omni FOF - Growth,INF109KC1I15,
148035,ICICI Prudential Diversified Equity All Cap Omni FOF - Direct Plan - Growth,INF109KC1I49,
148050,Tata Multi Asset Allocation Fund-Regular Plan-Growth,INF277K012Z5,
148053,Tata Multi Asset Allocation Fund-Direct Plan-Growth,INF277K019Y3,
148056,SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Growth,,
148057,SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Growth,,
148063,Edelweiss US Technology Equity Fund of Fund- Direct Plan- Growth,INF754K01LB7,
148064,Edelweiss US Technology Equity Fund of Fund- Regular Plan- Growth,INF754K01LC5,
148071,Union Midcap Fund - Regular Plan - Growth Option,INF582M01GM5,
148073,Union Midcap Fund - Direct Plan - Growth Option,INF582M01GI3,
148080,Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,,
148083,Nippon India Strategic Debt Fund - Segregated Portfolio 1 - Growth Option,,
148085,UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,,
148086,UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,,
148094,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,,
148100,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,,
148101,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,,
148105,UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option,,
148106,UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option,,
148117,UTI - Dynamic Bond Fund (Segregated - 17022020) - Regular Plan - Growth Option,,
148118,UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,,
148136,UTI - Medium Term Fund (Segregated - 17022020) - Direct Plan - Growth Option,,
148138,UTI - Medium Term Fund (Segregated - 17022020) - Regular Plan - Growth Option,,
148141,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Growth Plan,,
148143,Nippon India Hybrid Bond Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,,
148146,UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option,,
148147,UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option,,
148159,PGIM India Money Market Fund - Regular Plan - Growth Option,INF663L01U24,
148161,PGIM India Money Market Fund - Direct Plan - Growth Option,INF663L01T84,
148171,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Regular Plan - Growth,,
148172,SBI Capital Protection Oriented Fund - Series A (Plan 8) - Direct Plan - Growth,,
148175,Nippon India Fixed Horizon Fund - XLII - Series 4 - Regular Plan - Growth Option,,
148176,Nippon India Fixed Horizon fund - XLII - Series 4 - Direct Plan - Growth Option,,
148178,Nippon India Capital Protection Oriented Fund II - Plan A - Direct Plan - Growth Option,,
148180,Nippon India Capital Protection Oriented Fund  II - Plan A - Regular Plan - Growth Option,,
148193,SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Growth,,
148195,SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Growth,,
148197,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days) - Direct Plan - Growth Option,,
148205,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days) - Regular Plan - Growth Option,,
148207,PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Growth Option,,
148217,PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan Growth Option,,
148237,UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,INF789F1ARQ7,
148242,UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,INF789F1ARF0,
148252,UTI - Medium Term Fund (Segregated - 06032020) - Regular Plan - Growth Option,INF789F1ASM4,
148257,UTI - Medium Term Fund (Segregated - 06032020) - Direct Plan - Growth Option,INF789F1ASB7,
148258,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,INF204KB19P6,
148259,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,INF204KB10Q3,
148261,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB14P7,
148265,Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,INF204KB13T1,
148271,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 2 - Growth Plan,INF204KB10U5,
148273,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,INF204KB17R6,
148274,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,INF204KB18R4,
148279,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,INF204KB15S8,
148280,Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,INF204KB16S6,
148285,Nippon India Medium Duration Fund - Segregated Portfolio 2 - Direct Plan - Growth Option,INF204KB10R1,
148286,Nippon India Medium Duration Fund - Segregated Portfolio 2 - Growth Option,INF204KB16R8,
148293,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Growth Plan,INF204KB19O9,
148296,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,INF204KB14O0,
148297,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan,,
148302,Franklin India Debt Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,,
148303,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,INF090I01VX3,
148304,Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,INF090I01VZ8,
148307,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,INF090I01WB7,
148308,Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan,INF090I01WD3,
148313,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,INF090I01VS3,
148314,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,INF090I01VR5,
148318,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,INF090I01VN4,
148320,Baroda Treasury Advantage Fund-PLan A- Growth Option- Segregated Portfolio-1,,
148325,Baroda Treasury Advantage Fund-Plan B (Direct)- Growth Option- Segregated Portfolio-1,,
148330,Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,INF955L01IO7,
148333,Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,INF955L01IT6,
148342,Baroda Treasury Advantage Fund- Regular Plan- Growth Option- Segregated Portfolio-1,,
148351,ITI Large Cap Fund - Regular Plan - Growth Option,INF00XX01770,
148353,ITI Large Cap Fund - Direct Plan - Growth Option,INF00XX01804,
148360,L&T Nifty 50 Index Fund - Direct Plan - Growth,,
148361,L&T Nifty 50 Index Fund - Regular Plan - Growth,,
148363,L&T Next Nifty 50 Index Fund - Direct Plan - Growth Option,,
148365,L&T Nifty Next 50 Index Fund - Regular Plan - Growth Option,,
148367,SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Growth,,
148369,SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Growth,,
148381,Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,INF247L01AG2,
148382,Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,INF247L01AH0,
148383,SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Growth,,
148385,SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Growth,,
148387,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth,INF200KA1Q73,
148389,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth,INF200KA1Q57,
148397,IL&FS Infrastructure Debt Fund Series 2A - Growth - Direct,INF613Q01140,
148398,IL&FS Infrastructure Debt Fund Series 2B - Growth - Direct,INF613Q01157,
148399,IL&FS Infrastructure Debt Fund Series 2C - Growth - Direct,INF613Q01165,
148400,Mirae Asset Arbitrage Fund Regular Growth,INF769K01FP7,
148401,Mirae Asset Arbitrage Fund Direct Growth,INF769K01FS1,
148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,INF761K01FF5,
148405,BANK OF INDIA Flexi Cap Fund Regular Plan -Growth,INF761K01FI9,
148409,HSBC Focused Fund - Regular Growth,INF336L01PE6,
148411,HSBC Focused Fund - Direct Growth,INF336L01PB2,
148413,JM Liquid Fund - Unclaimed Brokerage I.E.F. (Direct) - Growth Plan,,
148414,JM Liquid Fund - Unclaimed Application Refund Amount I.E.F. (Direct) - Growth Plan,,
148415,JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - Growth Plan,,
148416,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,INF769K01FV5,
148419,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,INF769K01FY9,
148425,UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,,
148430,UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,,
148433,UTI - Medium Term Fund (Segregated - 07072020) - Regular Plan - Growth Option,,
148441,UTI - Medium Term Fund (Segregated - 07072020) - Direct Plan - Growth Option,,
148446,BHARAT Bond FOF- April 2025- Direct Pan- Growth Option,INF754K01LI2,
148448,BHARAT Bond FOF- April 2025- Regular Plan- Growth Option,INF754K01LF8,
148450,BHARAT Bond FOF- April 2031- Direct Plan- Growth Option,INF754K01LO0,
148452,BHARAT Bond FOF- April 2031- Regular Plan- Growth Option,INF754K01LL6,
148454,Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option,INF247L01AI8,
148455,Motilal Oswal Multi Asset Fund - Regular Plan - Growth Option,INF247L01AJ6,
148457,Nippon India Multi Asset Allocation Fund - Direct Plan - Growth Option,INF204KB19V4,
148459,Nippon India Multi Asset Allocation Fund - Regular Plan - Growth Option,INF204KB16V0,
148461,HDFC NIFTY Bank ETF - GROWTH,INF179KC1HY0,
148467,Mahindra Manulife Arbitrage Fund - Regular Plan - Growth,INF174V01978,
148468,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,INF174V01AA0,
148471,Baroda BNP Paribas Large and Mid Cap Fund-Regular Plan-Growth Option,INF955L01JR8,
148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,INF955L01JU2,
148477,Union Medium Duration Fund - Regular Plan -  Growth Option,INF582M01GU8,
148479,Union Medium Duration Fund - Direct Plan -  Growth Option,INF582M01GQ6,
148481,Invesco India Focused Fund - Direct Plan - Growth,INF205KA1213,
148483,Invesco India Focused Fund - Regular Plan - Growth,INF205KA1189,
148485,Axis Global Equity Alpha Fund of Fund - Direct Plan - Growth Option,INF846K01X06,
148486,Axis Global Equity Alpha Fund of Fund - Regular Plan - Growth Option,INF846K01X30,
148489,SBI Children's Fund - Investment Plan - Regular Plan - Growth,INF200KA1Q99,
148490,SBI Children's Fund - Investment Plan - Direct Plan - Growth,INF200KA1R07,
148491,Principal Large Cap Fund - Regular Growth,,
148492,HSBC Corporate Bond Fund - Direct Plan - Growth,,
148496,HSBC Corporate Bond Fund - Regular Plan - Growth,,
148500,Mirae Asset Diversified Equity Allocator Passive FOF - Direct Plan - Growth,INF769K01GE9,
148502,Mirae Asset Diversified Equity Allocator Passive FOF - Regular Plan - Growth,INF769K01GB5,
148504,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,INF903JA1IZ3,
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,INF903JA1JC0,
148510,quant Liquid Fund-Unclaimed Dividend-Growth Option,,
148511,quant Liquid Fund-Unclaimed Redemption Investor Education Plan-Growth Option,,
148512,quant Liquid Fund-Unclaimed Redemption Plan-Growth Option,,
148513,quant Liquid Fund-Unclaimed Dividend Investor Education Plan-Growth Option,,
148516,ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,INF109KC1O09,
148517,ICICI Prudential ESG Exclusionary Strategy Fund - Growth,INF109KC1N75,
148518,Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option,INF204KB12W7,
148519,Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,INF204KB15W0,
148524,Principal Large Cap Fund - Direct Growth,,
148529,Mirae Asset Ultra Short Duration Fund Direct Growth,INF769K01GK6,
148530,Mirae Asset Ultra Short Duration Fund Regular Growth,INF769K01GH2,
148534,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,INF00XX01861,
148535,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,INF00XX01838,
148537,Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth,INF209KB1T46,
148539,Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth,INF209KB1T79,
