schemeCode,schemeName,isinGrowth,isinDivReinvestment
121414,Reliance Fixed Horizon Fund - XXIII - Series 4 - Direct Plan - Growth Option,,
121416,Reliance Fixed Horizon Fund - XXIII - Series 4 - Growth Option,,
121419,Reliance Fixed Horizon Fund - XXIII - Series 5 - Growth Option,,
121421,Reliance Fixed Horizon Fund - XXIII - Series 5 - Direct Plan - Growth Option,,
121422,DSP BlackRock FMP - Series 88 -12.5M - Regular Plan - Growth Option,,
121425,DSP BlackRock FMP - Series 88 -12.5M - Direct Plan - Growth Option,,
121430,Religare Invesco Fixed Maturity Plan - Series XVII - Plan D (399 days) - Growth Option,,
121431,Religare Invesco Fixed Maturity Plan - Series XVII - Plan D (399 days) Direct Plan - Growth Option,,
121432,Kotak FMP Series 96 - Growth,,
121433,Kotak FMP Series 96 - Direct - Growth,,
121436,Taurus Fixed Maturity Plan Series Y-Regular Plan-Growth Option,,
121438,Taurus Fixed Maturity Plan Series Y-Direct Plan-Growth Option,,
121445,DWS Fixed Maturity Plan - Series 26 (DFMP - 26) - Direct Plan - Growth,,
121447,DWS Fixed Maturity Plan - Series 26 (DFMP - 26) - Regular Plan - Growth,,
121449,L&T FMP - VII (March13M A) - Growth - Direct Plan,,
121451,L&T FMP - VII (March13M A) - Growth - Regular Plan,,
121459,Axis Fixed Term Plan - Series 33 (91 days) - Regular Plan - Growth,,
121460,Axis Fixed Term Plan - Series 33 (91 days) - Direct Plan - Growth,,
121462,Axis Fixed Term Plan - Series 34 (392 days) - Regular Plan - Growth,,
121465,Axis Fixed Term Plan - Series 34 (392 days) - Direct Plan - Growth,,
121469,SBI DEBT FUND SERIES - 13 MONTHS - 14 - DIRECT PLAN - GROWTH,,
121471,SBI DEBT FUND SERIES - 13 MONTHS - 14 - REGULAR PLAN - GROWTH,,
121477,IDFC FTP S- 13(371 Days) -Direct Plan-Growth,,
121479,IDFC FTP S- 13(371 Days) -Regular Plan-Growth,,
121485,IDFC FTP S-14(399 Days) -Direct Plan-Growth,,
121491,IDFC FTP S-14(399 Days) -Regular Plan-Growth,,
121493,Birla Sun Life Fixed Term Plan - Series GS (395 days) - Direct Plan-Growth,,
121495,Birla Sun Life Fixed Term Plan - Series GS (395 days) - Regular Plan-Growth,,
121504,BNP Paribas Fixed Term Fund Series - 25 A - Direct Plan - Growth Option,,
121508,BNP Paribas Fixed Term Fund Series - 25 A - Growth Option,,
121514,DSP BlackRock FMP - Series 89 -12M - Regular Plan - Growth Option,,
121517,DSP BlackRock FMP - Series 89 -12M - Direct Plan - Growth Option,,
121528,Tata FMP Series 42 Scheme H- Plan A -Growth Option,,
121530,Tata FMP Series 42 Scheme H- Direct Plan -Growth Option,,
121533,Religare Invesco Fixed Maturity Plan - Series XVII - Plan E (369 Days) - Growth,,
121535,Religare Invesco Fixed Maturity Plan - Series XVII - Plan E (369 Days) - Direct Plan - Growth,,
121536,HDFC Annual Interval Fund - Series I - Plan A-Regular Option-Growth Option,,
121541,HDFC Annual Interval Fund - Series I - Plan A-Direct Option-Growth Option,,
121546,HDFC Annual Interval Fund - Series I - Plan B-Regular Option-Growth Option,,
121552,HDFC Annual Interval Fund - Series I - Plan B-Direct Option-Growth Option,,
121556,HDFC FMP 398D March 2013 (1)-Regular Option-Growth Option,,
121562,HDFC FMP 398D March 2013 (1)-Direct Option-Growth Option,,
121564,HDFC FMP 400D March 2013 (1)-Regular Option-Growth Option,,
121568,HDFC FMP 400D March 2013 (1)-Direct Option-Growth Option,,
121572,HDFC FMP 384D March 2013 (1)-Regular Option-Growth Option,,
121576,HDFC FMP 384D March 2013 (1)-Direct Option-Growth Option,,
121580,IDBI FMP Series III 385 Days(Mar 2013)- B Growth Regular,,
121581,IDBI FMP Series III 385 Days(Mar 2013)- B Growth Direct,,
121586,UTI FTIF Series XIV -II (366 DAYS) - Growth Option,,
121588,UTI FTIF Series XIV -II (366 DAYS) - Growth Option - DIRECT,,
121594,UTI FTIF Series XIV -III (407 DAYS) - Growth Option - DIRECT,,
121598,UTI FTIF Series XIV -III (407 DAYS) - Growth Option,,
121605,UTI FTIF Series XIV -IV (408 DAYS) - Growth Option,,
121606,UTI FTIF Series XIV -IV (408 DAYS)- Growth Option - DIRECT,,
121611,L&T FMP - VII (August1095D A) - Direct Plan - Growth,,
121613,L&T FMP - VII (August1095D A) - Regular Plan - Growth,,
121615,Religare Invesco Fixed Maturity Plan - Series XVII - Plan F (392 days) - Growth Option,,
121617,Religare Invesco Fixed Maturity Plan - Series XVII - Plan F (392 days) - Direct Plan - Growth Option,,
121618,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan A (369 days) - Growth Option,,
121620,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan A (369 days) - Direct Plan - Growth Option,,
121622,Morgan Stanley Gilt Fund - Regular Growth,,
121624,Morgan Stanley Gilt Fund - Direct Growth,,
121626,Kotak FMP Series 97 - Direct - Growth,,
121628,Kotak FMP Series 97 - Growth,,
121630,JPMorgan India Fixed Maturity Plan - Series 16 - Regular Plan - Growth Option,,
121631,JPMorgan India Fixed Maturity Plan - Series 16 - Direct Plan - Growth Option,,
121635,JPMorgan India Hybrid Fund - Series 2 - Direct Plan - Growth Option,,
121637,JPMorgan India Hybrid Fund - Series 2 - Regular Plan - Growth Option,,
121642,IDBI FMP Series III 385 Days(March 2013)- C Growth Regular,,
121644,IDBI FMP Series III 385 Days(March 2013)- C Growth Direct,,
121646,DWS Fixed Maturity Plan - Series 27 (DFMP - 27) - Regular Plan -Growth,,
121647,DWS Fixed Maturity Plan - Series 27 (DFMP - 27) - Direct Plan -Growth,,
121651,Pramerica Fixed Duration Fund - Series 5 - Regular Plan - Growth,,
121655,Pramerica Fixed Duration Fund - Series 5 - Direct Plan - Growth Option,,
121657,Baroda Pioneer Fixed Maturity Plan- Series A- Plan A- Growth Option,,
121659,Baroda Pioneer Fixed Maturity Plan- Series A- Plan B (Direct)- Growth Option,,
121662,SAHARA INTERVAL FUND QUARTERLY PLAN-SERIES 1 GROWTH Option - Direct,,
121663,Tata FMP Series 42 Scheme B- Direct Plan -Growth Option,,
121665,Tata FMP Series 42 Scheme B- Plan A -Growth Option,,
121677,IDFC FTP - S 16(397 Days)- Regular Plan-Growth,,
121681,IDFC FTP - S 16(397 Days)- Direct Plan-Growth,,
121687,Tata FMP Series 42 Scheme C- Plan A -Growth Option,,
121689,Tata FMP Series 42 Scheme C- Direct Plan -Growth Option,,
121692,Tata FMP Series 42 Scheme F- Plan A -Growth Option,,
121693,Tata FMP Series 42 Scheme F- Direct Plan -Growth Option,,
121697,SBI DEBT FUND SERIES - 13 MONTHS - 15 - REGULAR PLAN - GROWTH,,
121698,SBI DEBT FUND SERIES - 13 MONTHS - 15- DIRECT PLAN - GROWTH,,
121699,Reliance Yearly Interval Fund - Series 5 - Growth Plan - Growth Option,,
121701,Reliance Yearly Interval Fund - Series 5 - Direct Plan - Growth Plan - Growth Option,,
121711,DSP BlackRock FMP - Series 90 -12M - Regular Plan - Growth Option,,
121714,DSP BlackRock FMP - Series 90 -12M - Direct Plan - Growth Option,,
121722,UTI Quarterly Interval Fund - III -Direct Plan - Growth Option,INF789F01WU0,
121727,Reliance Fixed Horizon Fund - XXIII - Series 6 - Growth Option,,
121729,Reliance Fixed Horizon Fund - XXIII - Series 6 - Direct Plan - Growth Option,,
121737,L&T FMP - VII (March367D A) - Growth - Regular Plan,,
121738,L&T FMP - VII (March367D A) - Growth - Direct plan,,
121740,BOI AXA Fixed Maturity Plan- Series 1 - Direct Plan- Growth,,
121741,BOI AXA Fixed Maturity Plan- Series 1 - Regular Plan- Growth,,
121744,LIC NOMURA MF FIXED MATURITY PLAN SERIES 58 - DIRECT PLAN - GROWTH,,
121746,LIC NOMURA MF FIXED MATURITY PLAN SERIES 58 - GROWTH,,
121749,DWS Hybrid Fixed Term Fund - Series 13 - Regular Plan - Growth,,
121750,DWS Hybrid Fixed Term Fund - Series 13 - Direct Plan - Growth,,
121751,Reliance Fixed Horizon Fund - XXIII - Series 7 - Growth Option,,
121753,Reliance Fixed Horizon Fund - XXIII - Series 7 - Direct Plan - Growth Option,,
121755,Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Growth Option,,
121758,Reliance Fixed Horizon Fund - XXIII - Series 8 - Growth Option,,
121761,Birla Sun Life Fixed Term Plan - Series HD (366 days) - Regular Plan-Growth,,
121762,Birla Sun Life Fixed Term Plan - Series HD (366 days) - Direct Plan-Growth,,
121767,Birla Sun Life Fixed Term Plan - Series HE (386 days) - Direct Plan-Growth,,
121770,Birla Sun Life Fixed Term Plan - Series HE (386 days) - Regular Plan-Growth,,
121771,Taurus Fixed Maturity Plan Series Z-Regular Plan-Growth Option,,
121773,Taurus Fixed Maturity Plan Series Z-Direct Plan-Growth Option,,
121780,BNP Paribas Fixed Term Fund Series - 25 B - Direct Plan - Growth Option,,
121782,BNP Paribas Fixed Term Fund Series - 25 B - Growth Option,,
121787,IDFC FTP -S 17(366 Days)- Direct Plan-Growth,,
121790,IDFC FTP -S 17(366 Days)- Regular Plan-Growth,,
121799,Birla Sun Life Fixed Term Plan - Series HF (385 days) - Direct Plan-Growth,,
121802,Birla Sun Life Fixed Term Plan - Series HF (385 days) - Regular Plan-Growth,,
121811,Birla Sun Life Fixed Term Plan - Series HG (381 days) - Direct Plan-Growth,,
121813,Birla Sun Life Fixed Term Plan - Series HG (381 days) - Regular Plan-Growth,,
121816,Aditya Birla Sun Life Interval Income Fund - Annual Plan V - Direct Plan-Growth,,
121820,Aditya Birla Sun Life Interval Income Fund - Annual Plan V - Regular Plan-Growth,,
121821,IDBI FMP Series III 366 Days(March 2013)- D Growth Regular,,
121823,IDBI FMP Series III 366 Days(March 2013)- D Growth Direct,,
121827,DSP BlackRock FMP - Series 91 -12M - Regular Plan - Growth Option,,
121828,DSP BlackRock FMP - Series 91 -12M - Direct Plan - Growth Option,,
121837,Tata FMP Series 42 Scheme D- Plan A -Growth Option,,
121839,Tata FMP Series 42 Scheme D- Direct Plan -Growth Option,,
121845,JPMorgan India Fixed Maturity Plan - Series 17 - Regular Plan - Growth Option,,
121848,JPMorgan India Fixed Maturity Plan - Series 17 - Direct Plan - Growth Option,,
121853,DSP BlackRock FMP - Series 93 -12M - Regular Plan - Growth Option,,
121856,DSP BlackRock FMP - Series 93 -12M - Direct Plan - Growth Option,,
121861,L&T FMP - VII (April1124D A) - Growth - Regular Plan,,
121862,L&T FMP - VII (April1124D A) - Growth - Direct Plan,,
121864,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan B (386 days) - Growth Option,,
121865,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan B (386 days) - Direct Plan - Growth Option,,
121867,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan C (25 months) - Growth Option,,
121869,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan C (25 months) - Direct Plan - Growth Option,,
121873,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan D (368 days) - Direct Plan - Growth Option,,
121874,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan D (368 days) - Growth Option,,
121894,Sundaram Fixed Term Plan DF - Direct -  Growth,,
121895,Sundaram Fixed Term Plan DF - Regular - Growth,,
121898,IIFL Fixed Maturity Plan - Series 6 - Direct Plan - Growth Option,,
121900,IIFL Fixed Maturity Plan - Series 6 - Regular Plan - Growth Option,,
121901,UTI FTIF Series XIV -V (366 DAYS) - Growth Option,,
121902,UTI FTIF Series XIV -V (366 DAYS) - Growth Option -DIRECT,,
121909,UTI FTIF Series XIV -VI (366 DAYS) - Growth Option -DIRECT,,
121915,UTI FTIF Series XIV -VI (366 DAYS) - Growth Option,,
121919,Birla Sun Life Fixed Term Plan - Series HH (382 days) - Direct Plan-Growth,,
121921,Birla Sun Life Fixed Term Plan - Series HH (382 days) - Regular Plan-Growth,,
121924,SBI DEBT FUND SERIES - 366 DAYS - 23 - DIRECT PLAN - GROWTH,,
121925,SBI DEBT FUND SERIES - 366 DAYS - 23 - REGULAR PLAN - GROWTH,,
121929,Reliance Fixed Horizon Fund - XXIII - Series 9 - Direct Plan - Growth Option,,
121930,Reliance Fixed Horizon Fund - XXIII - Series 9 - Growth Option,,
121941,LIC NOMURA MF FIXED MATURITY PLAN SERIES 59 - DIRECT PLAN - GROWTH,,
121942,LIC NOMURA MF FIXED MATURITY PLAN SERIES 59 - GROWTH,,
121945,LIC NOMURA MF FIXED MATURITY PLAN SERIES 60 - DIRECT PLAN - GROWTH,,
121947,LIC NOMURA MF FIXED MATURITY PLAN SERIES 60 - GROWTH,,
121951,L&T FMP - VII (March381D A) - Growth - Regular Plan,,
121952,L&T FMP - VII (March381D A) - Growth - Direct Plan,,
121958,PEERLESS FMP SERIES 1-DIRECT-GROWTH,,
121960,PEERLESS FMP SERIES 1-REGULAR-GROWTH,,
121971,Kotak FMP Series 100 - Growth,,
121972,Kotak FMP Series 100 - Direct - Growth,,
121973,Kotak FMP Series 103 Growth,,
121975,Kotak FMP Series 103 Direct Growth,,
121981,Union KBC Fixed Maturity Plan - Series 6 - Direct Plan - Growth Option,,
121983,Union KBC Fixed Maturity Plan - Series 6 - Regular Plan - Growth Option,,
121985,DSP BlackRock FMP - Series 94 -12M - Regular Plan - Growth Option,,
121988,DSP BlackRock FMP - Series 94 -12M - Direct Plan - Growth Option,,
121992,Sundaram Fixed Term Plan DH - Direct -  Growth,,
121994,Sundaram Fixed Term Plan DH - Regular - Growth,,
121997,Sundaram Fixed Term Plan DI - Regular - Growth,,
121998,Sundaram Fixed Term Plan DI - Direct -  Growth,,
122004,HDFC FMP 403D March 2013 (1) - Regular Option - Growth Option,,
122005,HDFC FMP 403D March 2013 (1) - Direct Option - Growth Option,,
122008,Kotak FMP Series 101 - Growth,,
122010,Kotak FMP Series 101 - Direct -Growth,,
122012,SBI DEBT FUND SERIES - 366 DAYS - 24 - DIRECT PLAN - GROWTH,,
122014,SBI DEBT FUND SERIES - 366 DAYS - 24 - REGULAR PLAN - GROWTH,,
122017,SBI DEBT FUND SERIES - 14 MONTHS - 2 - DIRECT PLAN - GROWTH,,
122018,SBI DEBT FUND SERIES - 14 MONTHS - 2 - REGULAR PLAN - GROWTH,,
122019,Baroda Pioneer Fixed Maturity Plan - Series B-Plan A-Growth Option,,
122021,Baroda Pioneer Fixed Maturity Plan - Series B-Plan B ( Direct)-Growth Option,,
122028,DWS FIXED MATURITY PLAN - SERIES 28- DIRECT PLAN - GROWTH,,
122033,DWS FIXED MATURITY PLAN - SERIES 28- REGULAR PLAN - GROWTH,,
122036,DWS FIXED MATURITY PLAN - SERIES 29- DIRECT PLAN - GROWTH,,
122039,DWS FIXED MATURITY PLAN - SERIES 29- REGULAR PLAN - GROWTH,,
122047,DWS FIXED MATURITY PLAN - SERIES 30- DIRECT PLAN - GROWTH,,
122050,DWS FIXED MATURITY PLAN - SERIES 30- REGULAR PLAN - GROWTH,,
122055,HSBC Fixed Term Series 89-Growth,,
122057,HSBC Fixed Term Series 90-Growth Direct,,
122058,HSBC Fixed Term Series 90-Growth,,
122061,HSBC Fixed Term Series 89-Growth Direct,,
122062,JPMorgan India Fixed Maturity Plan - Series 18 - Regular Plan - Growth Option,,
122064,JPMorgan India Fixed Maturity Plan - Series 18 - Direct Plan - Growth Option,,
122080,Reliance Yearly Interval Fund - Series 6 - Growth Option,,
122081,Reliance Yearly Interval Fund - Series 6 - Direct Plan - Growth Option,,
122084,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan E (374 days) - Growth Option,,
122087,Religare Invesco Fixed Maturity Plan - Series XVIII - Plan E (374 days) - Direct - Growth Option,,
122088,Baroda Pioneer Fixed Maturity Plan - Series C - Plan A- Growth Option,,
122091,Baroda Pioneer Fixed Maturity Plan - Series C - Plan B (Direct )- Growth Option,,
122094,UTI-FMP-Yearly Series Mar 2013 - Growth Option,,
122095,UTI-FMP-Yearly Series Mar 2013 - Growth Option - DIRECT,,
122100,UTI FTIF Series XIV -VII (367 DAYS) - Growth Option,,
122101,UTI FTIF Series XIV -VII (367 DAYS) - Growth Option -DIRECT,,
122108,Kotak FMP Series 102 - Growth,,
122111,Kotak FMP Series 102 - Direct - Growth,,
122115,DSP BlackRock FMP - Series 95 -12M - Direct Plan - Growth Option,,
122117,DSP BlackRock FMP - Series 95 -12M - Regular Plan - Growth Option,,
122119,UTI FTIF Series XIV -VIII (371 DAYS) - Growth Option Direct,,
122122,UTI FTIF Series XIV -VIII (371 DAYS) - Growth Option,,
122133,L&T FMP - VII (March367D B) - Growth - Regular Plan,,
122135,L&T FMP - VII (March367D B) - Growth - Direct Plan,,
122138,LIC NOMURA MF FIXED MATURITY PLAN SERIES 61 - GROWTH,,
122139,LIC NOMURA MF FIXED MATURITY PLAN SERIES 61 - DIRECT PLAN - GROWTH,,
122141,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - DIRECT PLAN - GROWTH,,
122143,LIC NOMURA MF FIXED MATURITY PLAN SERIES 62 - GROWTH,,
122144,SBI DEBT FUND SERIES - 366 DAYS - 25 - REGULAR PLAN - GROWTH,,
122146,SBI DEBT FUND SERIES - 366 DAYS - 25 - DIRECT PLAN - GROWTH,,
122155,Sundaram Fixed Term Plan DG - Regular - Growth,,
122156,Sundaram Fixed Term Plan DG - Direct -  Growth,,
122159,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Regular Plan - Growth Option (Maturity Date 03-May-2016),,
122162,DSP BlackRock Dual Advantage Fund - Series 14 - 33M - Direct Plan - Growth Option (Maturity Date 03-May-2016),,
122165,UTI Quarterly Interval Fund - I -Direct Plan - Growth Option,INF789F01WI5,
122169,HDFC FMP 366D April 2013 (1)-Regular Option-Growth Option,,
122172,HDFC FMP 366D April 2013 (1)-Direct Option-Growth Option,,
122179,HDFC FMP 370D April 2013 (1)-Direct Option-Growth Option,,
122183,HDFC FMP 370D April 2013 (1)-Regular Option-Growth Option,,
122185,HDFC FMP 370D April 2013 (2)-Regular Option-Growth Option,,
122189,HDFC FMP 370D April 2013 (2)-Direct Option-Growth Option,,
122193,HDFC FMP 366D April 2013 (2)-Regular Option-Growth Option,,
122197,HDFC FMP 366D April 2013 (2)-Direct Option-Growth Option,,
122226,Reliance Yearly Interval Fund - Series 7- Growth Option,,
122227,Reliance Yearly Interval Fund - Series 7 - Direct Plan - Growth Option,,
122233,Birla Sun Life Fixed Term Plan - Series GT (366 days) - Direct Plan-Growth,,
122234,Birla Sun Life Fixed Term Plan - Series GT (366 days) - Regular Plan-Growth,,
122237,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Growth Option,,
122238,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Growth Option,,
122254,SBI DEBT FUND SERIES - 366 DAYS - 26 - DIRECT PLAN - GROWTH,,
122256,SBI DEBT FUND SERIES - 366 DAYS - 26 - REGULAR PLAN - GROWTH,,
122286,BNP Paribas Capital Protection Oriented Fund - Direct Plan - Growth,,
122288,BNP Paribas Capital Protection Oriented Fund - Growth,,
122289,BNP Paribas Government Securities Fund - Growth Option,,
122324,Reliance Fixed Horizon Fund XXIII - Series 10 - Direct Plan - Growth Option,,
122327,Reliance Fixed Horizon Fund XXIII - Series 10 -Growth Option,,
122332,HDFC FMP 405D April 2013 (1)-Regular Option-Growth Option,,
122334,HDFC FMP 405D April 2013 (1)-Direct Option-Growth Option,,
122344,Pramerica Fixed Duration Fund - Series 13 - Regular Plan - Growth Option,,
122345,Pramerica Fixed Duration Fund - Series 13 - Direct Plan - Growth Option,,
122347,SBI DEBT FUND SERIES - 366 DAYS - 27 - REGULAR PLAN - GROWTH,,
122349,SBI DEBT FUND SERIES - 366 DAYS - 27 - DIRECT PLAN - GROWTH,,
122351,Birla Sun Life Fixed Term Plan - Series GU (368 days) - Direct Plan-Growth,,
122354,Birla Sun Life Fixed Term Plan - Series GU (368 days) - Regular Plan-Growth,,
122358,Birla Sun Life Fixed Term Plan - Series GV (368 days) -Direct Plan-Growth,,
122361,Birla Sun Life Fixed Term Plan - Series GV (368 days) - Regular Plan-Growth,,
122365,UTI FTIF Series XV -I (368 DAYS) - Growth Option,,
122369,UTI FTIF Series XV -I (368 DAYS) - Growth Option - Direct,,
122370,UTI-FMP-Yearly Series Apr 2013 - Growth Option - Direct,,
122373,UTI-FMP-Yearly Series Apr 2013 - Growth Option,,
122374,BNP Paribas Government Securities Fund - Direct Plan - Growth Option,,
122379,HSBC Capital Protection Oriented Fund - Series I - Plan I - Growth,,
122381,HSBC Capital Protection Oriented Fund - Series I - Plan I - Growth Direct,,
122383,JPMorgan India Fixed Maturity Plan - Series 20 - Regular Plan - Growth Option,,
122385,JPMorgan India Fixed Maturity Plan - Series 20 - Direct Plan - Growth Option,,
122387,Motilal Oswal Focused Fund - Regular Plan Growth Option,INF247L01155,
122389,Motilal Oswal Focused Fund - Direct Plan Growth Option,INF247L01189,
122407,SBI DEBT FUND SERIES - 366 DAYS - 28 - DIRECT PLAN - GROWTH,,
122408,SBI DEBT FUND SERIES - 366 DAYS - 28 - REGULAR PLAN - GROWTH,,
122427,Birla Sun Life Fixed Term Plan - Series GX (366 days) - Direct Plan-Growth,,
122430,Birla Sun Life Fixed Term Plan - Series GX (366 days) - Regular Plan-Growth,,
122434,Birla Sun Life Fixed Term Plan - Series GY (366 days) - Direct Plan-Growth,,
122435,Birla Sun Life Fixed Term Plan - Series GY (366 days) - Regular Plan-Growth,,
122448,DWS Interval Fund - Annual Plan Series 1 (DIF 1)- Direct Plan-Growth,,
122451,DWS Interval Fund - Annual Plan Series 1 (DIF 1)- Regular Plan-Growth,,
122457,Reliance Fixed Horizon Fund - XXIII - Series 11 - Growth Option,,
122458,Reliance Fixed Horizon Fund - XXIII - Series 11 - Direct Plan - Growth Option,,
122460,LIC NOMURA MF FIXED MATURITY PLAN SERIES 63 - DIRECT PLAN - GROWTH,,
122461,LIC NOMURA MF FIXED MATURITY PLAN SERIES 63 - GROWTH,,
122463,HDFC FMP 370D May 2013 (1)-Regular Option-Growth Option,,
122468,HDFC FMP 370D May 2013 (1)-Direct Option-Growth Option,,
122471,HDFC FMP 366D May 2013 (1)-Regular Option-Growth Option,,
122473,HDFC FMP 366D May 2013 (1)-Direct Option-Growth Option,,
122480,HDFC FMP 366D May 2013 (2)-Direct Option-Growth Option,,
122484,HDFC FMP 366D May 2013 (2)-Regular Option-Growth Option,,
122487,DSP BlackRock Dual Advantage Fund - Series 15 - 36M - Direct Plan - Growth Option,,
122489,DSP BlackRock Dual Advantage Fund - Series 15 - 36M - Regular Plan - Growth Option,,
122509,Reliance Dual Advantage Fixed Tenure Fund III -Plan C- Direct Plan - Growth Option,,
122511,Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Growth Option,,
122513,UTI FTIF Series XV -II (367 DAYS) - Growth Option -Direct,,
122514,UTI FTIF Series XV -II (367 DAYS) - Growth Option,,
122536,Union KBC Fixed Maturity Plan - Series 7 - Regular Plan - Growth Option,,
122537,Union KBC Fixed Maturity Plan - Series 7 - Direct Plan - Growth Option,,
122541,LIC MF FIXED MATURITY PLAN SERIES 64 - DIRECT PLAN - GROWTH,,
122542,LIC MF FIXED MATURITY PLAN SERIES 64 - GROWTH,,
122544,LIC NOMURA MF FIXED MATURITY PLAN SERIES 55 - DIRECT PLAN - GROWTH,,
122547,LIC NOMURA MF FIXED MATURITY PLAN SERIES 55 - GROWTH,,
122555,UTI FTIF Series XV -III (366 DAYS) - Growth Option,,
122556,UTI FTIF Series XV -III (366 DAYS) - Growth Option - Direct,,
122582,HDFC FMP 1107D May 2013 (1)-Regular Option-Growth Option,,
122586,HDFC FMP 1107D May 2013 (1)-Direct Option-Growth Option,,
122590,Religare Invesco Fixed Maturity Plan - Series XIX - Plan A (367 Days) - Growth,,
122591,Religare Invesco Fixed Maturity Plan - Series XIX - Plan A (367 Days) - Direct Plan - Growth,,
122594,DWS Hybrid Fixed Term Fund - Series 14 - Regular Plan - Growth,,
122596,DWS Hybrid Fixed Term Fund - Series 14 - Direct Plan - Growth,,
122612,360 ONE Dynamic Bond Fund - Regular Plan - Growth Option,INF579M01183,
122614,Reliance Fixed Horizon Fund - XXIII - Series 12 - Growth Option,,
122615,Reliance Fixed Horizon Fund - XXIII - Series 12 - Direct Plan - Growth  Option,,
122621,SBI DEBT FUND SERIES - 366 DAYS - 29 - DIRECT PLAN - GROWTH,,
122622,SBI DEBT FUND SERIES - 366 DAYS - 29 - REGULAR PLAN - GROWTH,,
122624,UTI FTIF Series XV -IV (368 DAYS) - Growth Option,,
122626,UTI FTIF Series XV -IV (368 DAYS) - Growth Option - Direct,,
122631,HDFC FMP 372D May 2013 (1)-Regular Option-Growth Option,,
122635,HDFC FMP 372D May 2013 (1)-Direct Option-Growth Option,,
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,INF879O01027,
122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,INF879O01019,
122642,UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Direct Plan - Growth Option,,
122644,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,INF209K01MG9,
122646,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,INF209K01UX7,
122650,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,INF209K01MF1,
122652,Reliance Yearly Interval Fund - Series 8 - Growth Plan - Growth Option,,
122653,Reliance Yearly Interval Fund - Series 8 - Direct Plan - Growth Plan - Growth Option,,
122695,DSP BlackRock Dual Advantage Fund - Series 16 - 36M - Regular Plan - Growth Option,,
122698,DSP BlackRock Dual Advantage Fund - Series 16 - 36M - Direct Plan - Growth Option,,
122701,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Growth Option,,
122702,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Growth Option,,
122705,JPMorgan India Fixed Maturity Plan - Series 21 - Regular Plan - Growth Option,,
122706,JPMorgan India Fixed Maturity Plan - Series 21 - Direct Plan - Growth Option,,
122715,360 ONE Dynamic Bond Fund Direct Plan Growth,INF579M01266,
122726,Reliance Yearly Interval Fund - Series 9 - Direct Plan - Growth Plan - Growth Option,,
122729,Reliance Yearly Interval Fund - Series 9 - Growth Plan - Growth Option,,
122732,IDFC FTP - Series 20(366 Days)-Direct Plan-Growth,,
122737,IDFC FTP - Series 20(366 Days)-Regular Plan-Growth,,
122740,Tata FMP Series 42 Scheme I- Plan A -Growth Option,,
122741,Tata FMP Series 42 Scheme I- Direct Plan -Growth Option,,
122744,Tata Dual Advantage Fund Scheme A-Plan A:Growth,,
122746,Tata Dual Advantage Fund Scheme A-Direct Plan:Growth,,
122749,L&T FMP - Series VIII - Plan A - Growth - Regular Plan,,
122751,L&T FMP - Series VIII - Plan A - Growth - Direct Plan,,
122760,UTI FTIF Series XV -V (366 DAYS) - Growth Option,,
122761,UTI FTIF Series XV -V (366 DAYS) - Growth Option -Direct,,
122769,Kotak FMP Series 104 Direct Growth,,
122770,Kotak FMP Series 104 Growth,,
122781,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - DIRECT PLAN - GROWTH,,
122783,LIC NOMURA MF FIXED MATURITY PLAN SERIES 66 - GROWTH,,
122789,SBI DEBT FUND SERIES - 366 DAYS - 30 - REGULAR PLAN - GROWTH,,
122790,SBI DEBT FUND SERIES - 366 DAYS - 30 - DIRECT PLAN - GROWTH,,
122813,SBI DEBT FUND SERIES - 366 DAYS - 31 - DIRECT PLAN - GROWTH,,
122815,SBI DEBT FUND SERIES - 366 DAYS - 31 - REGULAR PLAN - GROWTH,,
122816,Union KBC Capital Protection Oriented Fund - Series 3 - Regular Plan - Growth Option,,
122819,Union KBC Capital Protection Oriented Fund - Series 3 - Direct Plan - Growth Option,,
